2.147673368453979492e+00 -2.874077670276165009e-02 -2.043051421642303467e-01 9.169621765613555908e-02 -4.221547603607177734e+00 3.523335158824920654e-01 2.047475874423980713e-01 -1.103166788816452026e-01 4.576626777648925781e+00 -1.030133724212646484e+00 1.661609411239624023e-01 -1.152014136314392090e+00 9.244912862777709961e-02 -2.187263965606689453e-02 1.372402906417846680e-01
1.693802475929260254e+00 -1.242549810558557510e-02 1.466207861900329590e+00 2.846581041812896729e-01 -2.828724384307861328e+00 -3.585617065429687500e+00 -1.096926555037498474e-01 -8.810695409774780273e-01 4.434576988220214844e+00 1.542826294898986816e+00 9.681554436683654785e-01 -2.082719326019287109e+00 -1.108699962496757507e-01 -2.973248362541198730e-01 5.182165503501892090e-01
1.315396070480346680e+00 -2.325320849195122719e-03 2.974047899246215820e+00 3.565692305564880371e-01 -2.310819387435913086e+00 -6.398032665252685547e+00 -2.669764161109924316e-01 -1.197498440742492676e+00 4.562537670135498047e+00 3.184693098068237305e+00 1.345532894134521484e+00 -2.624425649642944336e+00 -2.372213453054428101e-01 -4.360644519329071045e-01 7.345823049545288086e-01
1.003521680831909180e+00 5.463114357553422451e-04 4.274662971496582031e+00 3.916977345943450928e-01 -2.412661314010620117e+00 -8.333715438842773438e+00 -3.279014527797698975e-01 -1.178777575492858887e+00 4.886277198791503906e+00 4.113409519195556641e+00 1.397127747535705566e+00 -2.865686655044555664e+00 -3.017911016941070557e-01 -4.675453901290893555e-01 8.208310008049011230e-01
7.498171329498291016e-01 -3.714316990226507187e-03 5.333896160125732422e+00 4.569173157215118408e-01 -2.910246610641479492e+00 -9.609140396118164062e+00 -3.440599441528320312e-01 -9.304189085960388184e-01 5.337466239929199219e+00 4.521726131439208984e+00 1.211803317070007324e+00 -2.885348558425903320e+00 -3.183769285678863525e-01 -4.184900820255279541e-01 8.081677556037902832e-01
5.464892387390136719e-01 -1.390177663415670395e-02 6.127982139587402344e+00 6.017076969146728516e-01 -3.610735893249511719e+00 -1.040847206115722656e+01 -3.578332066535949707e-01 -5.442752242088317871e-01 5.853711605072021484e+00 4.577201843261718750e+00 8.684467673301696777e-01 -2.752553224563598633e+00 -2.993883788585662842e-01 -3.128905594348907471e-01 7.245104312896728516e-01
3.863139748573303223e-01 -2.770102769136428833e-02 6.643558979034423828e+00 8.581551313400268555e-01 -4.352444171905517578e+00 -1.088356208801269531e+01 -4.023974537849426270e-01 -9.853781014680862427e-02 6.378531932830810547e+00 4.422209739685058594e+00 4.359723031520843506e-01 -2.526733636856079102e+00 -2.558464109897613525e-01 -1.720065176486968994e-01 5.944877862930297852e-01
2.626366019248962402e-01 -4.168761521577835083e-02 6.877659320831298828e+00 1.240948796272277832e+00 -5.004854202270507812e+00 -1.115394210815429688e+01 -5.017187595367431641e-01 3.422605991363525391e-01 6.861372470855712891e+00 4.173928737640380859e+00 -2.667809277772903442e-02 -2.257616758346557617e+00 -1.973839998245239258e-01 -1.436786353588104248e-02 4.394414424896240234e-01
1.693716347217559814e-01 -5.132751539349555969e-02 6.837715625762939453e+00 1.747387290000915527e+00 -5.468606948852539062e+00 -1.130682182312011719e+01 -6.705562472343444824e-01 7.272495031356811523e-01 7.257594585418701172e+00 3.924349784851074219e+00 -4.705365896224975586e-01 -1.985224008560180664e+00 -1.322456002235412598e-01 1.442278921604156494e-01 2.774242460727691650e-01
1.010027602314949036e-01 -5.097746104001998901e-02 6.541552543640136719e+00 2.357371807098388672e+00 -5.675506114959716797e+00 -1.139710903167724609e+01 -9.144601225852966309e-01 1.019218206405639648e+00 7.528481006622314453e+00 3.740272521972656250e+00 -8.566085696220397949e-01 -1.739865541458129883e+00 -6.728754937648773193e-02 2.907136082649230957e-01 1.232014000415802002e-01
5.258299410343170166e-02 -3.388458862900733948e-02 6.017395496368408203e+00 3.033411026000976562e+00 -5.588521480560302734e+00 -1.144738101959228516e+01 -1.229772686958312988e+00 1.194617033004760742e+00 7.641239166259765625e+00 3.663309335708618164e+00 -1.155872225761413574e+00 -1.542150020599365234e+00 -7.977807894349098206e-03 4.147534370422363281e-01 -1.175006758421659470e-02
1.973452977836132050e-02 7.813387550413608551e-03 5.303866386413574219e+00 3.720619201660156250e+00 -5.201777458190917969e+00 -1.144790267944335938e+01 -1.603629231452941895e+00 1.243555426597595215e+00 7.568992614746093750e+00 3.709878206253051758e+00 -1.349280357360839844e+00 -1.402975320816040039e+00 4.160397127270698547e-02 5.087428092956542969e-01 -1.192411109805107117e-01
